id,created_at,text
580924392982458368,2015-03-26 02:49:02,"b'siama koplok geus nyieun nyeuri hate aing | iyeu saha? | ah,moal beja2 | ituh geura..ARI AING SALAH NAON? | SALAH SAMBUNG .... anjiing :(('"
580902590264713216,2015-03-26 01:22:24,b'@decan0794 polbek iiah :(('
580901827790548992,2015-03-26 01:19:23,b'@FadhlanGehu naha di sakola bieu loba jelema :(( teu lbur ktu ? buru jawab :v bisi pajarkeun mabal ku indung aing njirr :(('
580901506783662081,2015-03-26 01:18:06,"b'Pas ningali bayi, abdi inget""TEDDY BEAR DOLL"".\nPas ningali budak alit, abdi inget""BARBIE DOLL"".\nPas abdi ningali kamu, ehh inget na""PANADOL""'"
580899837521977345,2015-03-26 01:11:28,"b'Gusti teubihkeun simkuring tina kagorengan jiga ""GEHU ,BALA-BALA , CIRENG ..jeung sajabar na ... amiinn :(('"
580705638960988160,2015-03-25 12:19:47,"b'lamun di tingali2 keun kamu teh lain sasaha aing , kabogoh lain , nga saukur bbturan  tapi naha maneh sok ngatur2 hrup urang :(('"
580664188672061440,2015-03-25 09:35:05,"b'Ngumbahan motor heula , aing deuk nga jemput awewe anjiss :v :(('"
580634292117729281,2015-03-25 07:36:17,"b'geus nyobaan udud bari modol can ?? ngeunah siah, sok we cobaan :(('"
580630562857201664,2015-03-25 07:21:28,b'indah nya basa sunda :(( http://t.co/Orm0NecPMI'
580630083175653376,2015-03-25 07:19:34,b'anu acan update status  HUJAN badag sok geura update bisi kaburu raat :(('
580629048822489088,2015-03-25 07:15:27,b'naha nya nu boga kabogoh mah curhat na teh meuni loba tibatan nu teu boga kbgh :(('
580628372746825729,2015-03-25 07:12:46,"b'aing jomblo,trus masalahna dimana?! #JombloBodoAmat'"
580627417393467392,2015-03-25 07:08:58,b'RT @FadhlanGehu: @AingGorengPatut pantesan sia bau awak HaHa'
580537301207511042,2015-03-25 01:10:53,b'jang naon mandi ?? ka seungit seungit ari teu boga kabogoh mah :(('
580536914215903233,2015-03-25 01:09:20,b'@noorayuf polbek ihh :('
580536793709318146,2015-03-25 01:08:52,b'@kakang_jaka104 polbek nya ??'
580536684229558273,2015-03-25 01:08:26,b'@Edrea11 polbek ihh dea :('
580536584853938176,2015-03-25 01:08:02,b'@bayandipa polbek bebh :('
580536431703126016,2015-03-25 01:07:25,"b'@rakaputraprtama heh goreng , polbek ih :('"
580536133345517568,2015-03-25 01:06:14,b'@lellynurillah polbek ihh'
580535959755857921,2015-03-25 01:05:33,b'@saptoyogi polbek atuh :('
580535703701950464,2015-03-25 01:04:32,b'@dwinurohmah polbek gaes :('
580535437359489024,2015-03-25 01:03:28,b'SARE :('
580533267138502656,2015-03-25 00:54:51,b'Eweuh nu kangen ieu teh? :( | eweh | *huft :(('
580532943443066882,2015-03-25 00:53:34,"b'Sayang kita putus, |Ok ari kahayangna kitu mah, sia aing pegat | april mop yang | eweuh april mop jang aing mah| atulah :('"
580532508971917313,2015-03-25 00:51:50,b'Selamat pagi gais. Cik absen heula :('
580529854006870016,2015-03-25 00:41:17,"b'teu ngeunah nya klodijadiin jemuran ku maneh! tiap poe ngan menggantung sakalinya henteu digantungin, langsung dijadiin layang2  :(( ihhh'"
580314973177425920,2015-03-24 10:27:25,b'neng:*naha jarang nga sms ayeuna mah? | nuju sibuk a | sibuk naon neng? | sibuk neangan kabogoh anyar | anyingg :(('
580299005818617857,2015-03-24 09:23:59,"b'alhamdulillah gusti tos maparinan nikmat lahir sareung batin, mugi dinteun ieu barokah tur lancar sagalana .. amin'"
580215007046029312,2015-03-24 03:50:12,"b'Abdi mah jalmi sabar , hoyong ngaroko jeung ngopi oge kudu nga dagoan tahlilan :(('"
580211236224131072,2015-03-24 03:35:13,"b'kamu mah tega ngelupain aku,da aku teh bukan KORONG yang setelah kamu gali lalu dipurintil-purintil kemudian kamu susutin ke punggung batur:'"
580020335908524032,2015-03-23 14:56:38,b'AKU TANPAMU BAGAIKAN SANGU KONENG ANU LEUNGIT KARETNA :(( AMURADUL'
580017919364456448,2015-03-23 14:47:02,"b'Bro tadi aing geus nyolek awewe | anyengg, bejaan bro dmna nyolek na ?? | di facebook bro | setann siah :(('"
580015436118384640,2015-03-23 14:37:10,b'Untung HATE urang buatan ALLAH mun buatan CHINA cigana geus rajet :(('
579923877712646144,2015-03-23 08:33:21,"b'Gayaa batur mah marake LINE anjirr :(( ,, ai urang HP esia bisa naon :((  disitu kadang saya merasa sedih'"
579923271920963585,2015-03-23 08:30:57,b'RT @ComicSunda: 5 fakta tukang cuankie | @un_pejuang45\xc3\x97http://t.co/HlyPAMvd7T'
579921490595823616,2015-03-23 08:23:52,b'RT @Edrea11: libur bikin bosen\xf0\x9f\x92\xa9 \xf0\x9f\x93\xba Watching Empire Season 1 \xe2\x80\x94 https://t.co/h9NQaYQrjM'
579901874192543744,2015-03-23 07:05:55,b'@infosebel urang teu boga line sateh :(( hp esia bisa naonn'
579901655476346880,2015-03-23 07:05:03,b'RT @infosebel: anu rek ngiluan PO langsung add LINE urang heueuh yeuh aydi na ~&gt; dadangkoneloasli http://t.co/utjp10zRpL'
579901114083979264,2015-03-23 07:02:54,b'@KomediSunda ka tukang cilok nu sok aya di SD heula atuh lapar mah :(('
579900379501969409,2015-03-23 06:59:59,"b'RT @banyolansunda: Profil Vina Ferina Pemeran Ceu Esih (Istri Kang Mus) di Sinetron ""Preman Pensiun http://t.co/WAEEMBTEKC @dodisanjaya htt\xe2\x80\xa6'"
579898385114664960,2015-03-23 06:52:03,b'@ComicSunda lamun di pake oge engke bakalan rorombeheun suku na dol :(('
579898056381870080,2015-03-23 06:50:45,"b'RT @ComicSunda: Kamu itu ibarat sendal, melindungi dan bikin nyaman | Jika sendal itu basah, kamu masih nyaman untuk memakainya? | TEU :(( \xe2\x80\xa6'"
579895983045111808,2015-03-23 06:42:30,b'@AsepBetrik polbek gaess :(('
579894326454419456,2015-03-23 06:35:55,"b'Aing bieu ulinn ka Mall siahh.. trus aing labuh dina tangga, nyeurina mah henteuu .. ngan era na etaa :(('"
579893738027114497,2015-03-23 06:33:35,"b'pengen ulin ka imah kabogoh tapi kajebak hujan, bagaikan rek nyunut udud eweuh korek. kakalapakan aisia :('"
579866786167848961,2015-03-23 04:46:29,"b""*kfc* halo kfc | iya? | pesen ayam dua | dikirim kmna? | ke rumah. Sklian mba nya kesini. Kita botram :'D | mas? | iya? | KUMASIA! | okey :("""
579865118596448256,2015-03-23 04:39:52,b'Kukulutus adalah suatu kondisi dimana seseorang sungut nyah muncugug tuluy ngacoblak teu ereun2 gara2 boga impian teu kacapai :(('
579849646438125568,2015-03-23 03:38:23,b':( http://t.co/f3Yd3t12AS'
579847856040755201,2015-03-23 03:31:16,b'Nyeri beuteung kieu ih tapi lapar ongkoh. Atau tuang bari modol kitu nya? Biar efisien waktuna :(('
579845498233720834,2015-03-23 03:21:54,b'Lamun ningali dompet sok hayang ceurik :(( lila keneh ka tanggal hiji na oge :('
579829463585722368,2015-03-23 02:18:11,"b""Semangat iiah buat yang lagi UAS :')"""
579564621339602944,2015-03-22 08:45:48,b'@FadhlanGehu @socialtiga_15  masuk sekolah iraha ??? :(( senen ayeuna iiah ??'
579560454596345856,2015-03-22 08:29:14,"b'@ComicMerch mang , kaos na di daerah cimahi aya teu :(( ?'"
579559873555210240,2015-03-22 08:26:56,b'@ComicSunda ayeuna persib maen ktu dol :(('
579165336953466880,2015-03-21 06:19:11,b'@netmediatama acara nya di ramein sama siapa aja iiah ??'
579164386515800065,2015-03-21 06:15:24,b'RT @infosebel: Fakta #Aquarius : #Aquarius jagalah makanan yang tidak kondusif. Karena nanti akan terkena penyakit kokonengeun dinu bitis.'
579164314658992129,2015-03-21 06:15:07,b'@infosebel pangakit kokonengeun teh tai lain dang :('
